,text
1593,merged thanks
1594,why do you think raising the refresh time would help
1595,needing this test to wait is annoying and would accept that if it was the only way but we all know that these figures are going to fail in some other slightly different condition is there no way with this mock library to wait until the condition is satisfied confident you could code that yourself but also expect library like this to have some out of the box support for such kind of tests
1596,because if the refresh occurs less often it will be less likely to occur between our two requests the two calls to dopost which will still execute just as fast anyway that was just to be safe but you re right polling will be more efficient
1597,right amended my commit
1598,rebased and merged thanks
1599,an an
1600,think it would be nice to explicitly add the case when you add new entities
1601,merged thanks
1602,merged
1603,thanks removed the asarray suffix will merge and backport as soon as the ci build succeeds
1604,merged and backported to and
1605,hmmm it looks weird to limit this to directory based indexes would expect this method to work even for ram based indexes then realized that it was already existing code but thought would mention it anyway
1606,is the fact that it returns an array really important wouldn include it in the method name and must admit preferred the old method name altogether getfulltextfilter it more to the point and doesn add useless information
1607,ram based indexes are directory based they use ramdirectoryprovider see basedirectoryproviderservice
1608,but you re right this comment should disappear eventually why the hell create todo in the code without corresponding ticket created hsearch
1609,getfulltextfilter is much too vague we could be returning half dozen different things and none of them would be handled the same way query filter fulltextfilterimplementor fulltextfilterdef fulltextfilter etc ll remove the asarray suffix though
1610,can one of the admins add this person to the trusted builders reply with add to whitelist or ok to test
1611,thanks good idea
1612,merged thanks
1613,merged thanks
1614,merged
1615,merged thanks
1616,resolving
1617,merged thanks
1618,looks good but didn we have more warnings
1619,the others are either questionable or false positives suspicious reference equality test of boxed types we re just checking whether both variables are null so it okay possible confusion of local and field the first one is legit but solved in another pr and the other ones reflect standard practice in our codebase so don think it problem self assignment was already solved in previous pr seems the analysis is out of date result of integer multiplication cast to long doesn seem that critical to me but can solve it if you want non synchronized override of synchronized method false positive we only override methods to throw unsupportedoperationexception so we don need synchronization
1620,nice merged
1621,could you rebase it and trigger new build please
1622,done build in progress
1623,very nice merged it ve added one additional change it trivial so don believe it needed review but feel free to have look cce db ca af
1624,jenkins retest this please
1625,jenkins retest this please
1626,merged thanks
1627,probably not worth it for this but at one point suppose we will need to inject the dialect in the conversion mechanism
1628,you re right we managed to avoid it until now though and if we can avoid it until we may not even have to do it at all not sure we ll want to support lucene es conversion once hibernate search apis don depend on lucene anymore
1629,more seriously great that you found this guess this will was right in your way when trying to benchmark the es integration yes it wasn big deal as we have other bottlenecks to solve first but this was low hanging fruit and it would become problem eventually
1630,thanks applied your suggestions and merged didn change the interface it in the impl package anyway
1631,can this even happen we re talking about jsonobject which would contain null entry that seems really strange expect nosuchelementexception instead maybe you should rather check if the entry set is empty
1632,think constants should rather be defined in final class with private constructor so that nobody will start extending the paths interface but if you really think this good idea
1633,this should be removed it is not used think it copy paste mistake
1634,for your information incomplete javadoc such as this triggers warnings in the build logs not big deal but if we could avoid that kind of things to stack up
1635,same as above
1636,it would be bit clearer if we used dedicated indexidentifier type able to return simple string or an encoded one mainly because it really not obvious why the name is url encoded both here and in the indexmanager but it would once again require two hours of find and replace so think we ll stick with this
1637,yes agree with that and actually was tempted to do it but for sake of getting this done stopped polishing to do such thing at another round
1638,what the worst thing that will happen if someone implements it
1639,ll remove the javadoc feel it easier to read the one line of code than understanding the explanations tried to draft
1640,merged thanks
1641,merged thanks
1642,wow the jdk build now works fine great merged thanks
1643,merged
1644,the ci is down right now because of the upgrade to maven think but the travis build succeeded ci org yrodiere hibernate search builds
1645,the ci is down right now because of the upgrade to maven think fyi upgrading maven took seconds and doesn require any downtime to clarify we didn update all builds to use the new maven but it an opt in so most builds are still using whatever versions they where using before
1646,this pr looks good and since it urgent ll merge it already but confused about why we need those empty jars in the other modules now assuming that indeed having any module not produce an empty jar will fail the build then why not declare this in the parent pom as in my other pr finally do we need to review the skipdeploy attributes we don want to release these empty jars which were added with the previous pr
1647,merged
1648,this pr looks good and since it urgent ll merge it already but confused about why we need those empty jars in the other modules now actually that the opposite what did in the previous pr was to skip the production of jars when there is nothing to put in it when skipifempty is true no jar will be generated if there is no classes resources to put in it this is an improvement for most modules since we won publish empty useless jars anymore we mostly used to for pom packaging modules and for test jar artifacts in modules without tests but in the case of the distribution module this module had no classes and still had jar packaging maven doesn like when module has jar packaging and doesn produce any jar so the build started to fail this pr solves the issue by switching the packaging of this module to pom which seems to make sense
1649,yes agree it makes sense to switch to pom in this specific case confused about why it necessary to skip the jar building of the other modules though and if so why not declare it on the parent pom rather than re defining the rule in each individual pom incidentally several other modules are broken now sending another follow up pr
1650,confused about why it necessary to skip the jar building of the other modules though because we don want to publish empty jars especially empty tests jars in modules where there are no tests do we and if so why not declare it on the parent pom rather than re defining the rule in each individual pom well that what did added default rule to not produce any jar when there nothing to put in it and overrode this rule where we need to produce empty jars for some reason
1651,because we don want to publish empty jars especially empty tests jars in modules where there are no tests do we fair enough it indeed pointless but remember we only publish what gets deployed to maven central we can skip deploy on case by case and still use the jars for other purposes during the build well that what did added default rule to not produce any jar when there nothing to put in it and overrode this rule where we need to produce empty jars for some reason oh right sorry got confused by some other patch ve been reviewing doing the opposite
1652,just rebased this on otherwise the build will just fail
1653,rebased
1654,merged thanks
1655,sorry about that think we better fix this by declaring the distribution module as pom module though this won change anything for potential consumers as the assembly will still produce tar gz and zip artifacts we just won have an empty jar artifact anymore which seems to make sense on it it currently building and ll submit pr as soon as it succeeded
1656,closing for now superseded by feel free to reopen if necessary
1657,merged thanks
1658,nice solution merged
1659,merged thanks
1660,don you want to do the same for es as it an embedded instance it uses the same configuration as the rest of our tests though maybe the configuration for es should be in sharedtestresources src main resources log properties
1661,no not too interested in spending time polishing the es tests speaking of resources actually think they shouldn be in src test main resources at all as we don load them from our testsuite in fact had them in the root before but you moved them in the resources having them in sharedtestresources seems interesting but that task for another day not sure if the es plugin can deal with that
1662,speaking of resources actually think they shouldn be in src test main resources at all as we don load them from our testsuite created
1663,looks good merged
1664,thanks applied and backported to all actively maintained branches and master
1665,merged thanks
1666,ci re test this please
1667,jenkins retest this please
1668,thanks good ideas applied them then actually differentiated the methods to make sure there no mistake and merged
1669,shouldn this be filedeletefailureignored don get why we would use an abbreviation here
1670,given the new behavior maybe renaming this to trydelete would make sense
1671,thanks yes that just typo
1672,ok in that case would deprecate it
1673,merged thanks
1674,merged thanks
1675,lovely pattern in infinispan we have similar one believe that what had inspired gustavo to add that condition which you now removed but it wasn the full thing believe gustavo tried to keep it simple not super convinced of the step parameter it not simple to guess an adequate value when writing the test so it would be even better by using auto detection for example hard code an initial step of nanoseconds and double it at each failed attempt none of the above are blocking problems have merged it already if it weren for the fact that all integration tests are failing
1676,thanks fixed the assert methods and the deployments everything runs fine on travis now let wait for jenkins to agree
1677,nice merged
1678,in this case it fine but generally speaking remember that such queryparser is not threadsafe people will have to be careful when reusing helper methods from this class
1679,why is this check called at least one but verifies exactly one
1680,right afraid the problem is widespread though because ve already seen this pattern the query parser as test attribute multiple times
1681,right got confused with the other assert method which didn implement right either fixed both methods
1682,feel free to merge still looking at the new query dsl api pr on thu apr yoann rodi re wrote approved this pull request looks good to me can merge or are you releasing you are receiving this because you were mentioned reply to this email directly view it on github or mute the thread
1683,merged thanks
1684,retest this please
1685,ci test this please
1686,about the failure we had sooner related to malformed http response created jira
1687,jenkins retest this please
1688,merged thanks
1689,merged thanks
1690,merged
1691,merged
1692,it seems there are problems with this version of byteman the build fails and it not the usual performance issue see search pr org hibernate hibernate search orm testreport junit org hibernate search test query initandlookup criteriaobjectinitializerandhierarchyinheritancetest testjoinsareonlyonusefulentitytypes
1693,interesting have been keeping this upgrade locally for long time and simply thought it was time to merge as never had problem with it thanks ll look at it
1694,my bad it consistently fails locally as well reported the regression to byteman ll figure out workaround
1695,byteman beta was released to solve our problem rebased
1696,note just rebased this on since one commit was already present on that other pr the fix about queries on dynamically sharded indexes that don have any shard yet
1697,builds are failing because of some timeouts because the ci is slow ll send pr to fix that first
1698,sent pr to fix the random test failures and rebased this pr on the other the build should be bit more stable now
1699,rebased on master following the merging of
1700,why do you say that the validation on consistent similarity is useless it can be configured in many ways some are legacy and we had several cases in which people would get themselves into trouble before introducing this check commits like dd should best be handled in separate prs so that it doesn slow down distract from the issue we re supposed to solve
1701,why do you say that the validation on consistent similarity is useless it can be configured in many ways some are legacy and we had several cases in which people would get themselves into trouble before introducing this check only see two ways to configure it see createsimilarity the index level configuration and the default configuration since entities are not taken into account when retrieving the similarity only the index and the more global searchconfiguration don see how we could have two entities in the same index with different similarity maybe there was legacy way to configure similarity and it got removed commits like dd should best be handled in separate prs so that it doesn slow down distract from the issue we re supposed to solve hey this pr depended on two other fixes which did address in separate prs so don always put irrelevant commits in my prs ll try to be more careful though
1702,jenkins retest this please
1703,jenkins retest this please
1704,about the similarity you re right sorry got confused there were several other options with focus on the entity but like you suggested they have been removed already remembered deprecating them but forgot we got rid of them
1705,it taking me long time to wrap my head around the changes but like it so far reminiscent of various things that wished to do in the past but it never was good time in terms of branch maintenance on the kind of dispatchers not seeing any specific problem but remember that there more going on than simple streams of changes and transactional changes we need to keep in mind also that in different circumstances there are strong expectations about ordering of fired events order needs to be strictly maintained even in async mode which means we can just delegate to parallel executor at any stage to the contrary when doing batch rebuilding massindexer the strict ordering is burden which prevents fast index rebuilds however even in that case there are some operations which need to be kept in order the purgeall before the massindexer runs need to happen strictly before the subsequent tasks any final optimisation needs to happen after the last less critical but still desirable finally we need to allow for the transactional operations and massindexer operations to happen concurrently say the massindexer is processing and in parallel some database changes are performed our listeners will have to stack up the events fired from the transactional changes making sure that their relative order is maintained and also that they overwrite any in flight work from the mass indexer in the past it seems had clear picture in mind of the backend design as it was simple enough to reason about this and see that it was correct can no longer load the whole picture in mind by simply reading the source code so think we should eventually add some tests at least to ensure the ordering properties adding such tests is unrelated with this pr but felt like sharing the concern already as this new design is making some subtle changes in the area
1706,about the dispatchers to be honest just moved some code around so could reuse it someplace else didn intend to make any change to work orchestration to the contrary when doing batch rebuilding massindexer the strict ordering is burden which prevents fast index rebuilds however even in that case there are some operations which need to be kept in order but agree work orchestration is quite complex and thus might need some more tests to the contrary when doing batch rebuilding massindexer the strict ordering is burden which prevents fast index rebuilds however even in that case there are some operations which need to be kept in order it seems to me that such synchronisations in the work stream are what added recently with org hibernate search backend impl batch defaultbatchbackend awaitasyncprocessingcompletion after sending purgeall command we would call this method and so would we before final optimizations
1707,great work ve merged it applied two additional trivial commits
1708,traditionally we ve been more forgiving about case preferences and trailing whitespaces could you change this strategy from using map to attempt ignore case equals on each enum name and trim the propertyvalue in advance as well
1709,ideally we want some of the configurations to use an intentionally inconsistent case in property value to make sure it works
1710,can just trim and lowercase the property value before passing it to get it will achieve the same effect will do
1711,rebased just now
1712,there are few behavior changes that may prevent us from backporting this pr good points neither change seems too bad but in such cases we can simply agree to not backport it and re evaluate if there demand for it
1713,in such cases we can simply agree to not backport it and re evaluate if there demand for it certainly agree with that especially since this fix is the best could do when trying to fix another bug focusedcommentid page com atlassian jira plugin system issuetabpanels acomment tabpanel comment which unfortunately cannot be fixed without breaking the apis think so basically nobody asked for this specific fix but since it was already done
1714,very nice cleanup merged
1715,shall we call this getsourcepropertyname tend to try disambiguate the entity properties from the lucene fields by calling them respectivelly property and field in such cases
1716,ah sorry definitely distracted this is an index field
1717,in this specific case we are actually speaking about field see here search pull files cb ea bb diff bb fbcd af br and the getfacetquery method few lines below to see why maybe source isn the right term though attached origin not sure how to call it it basically whatever we pass to forfield
1718,ah sorry definitely distracted this is an index field ah you were too quick yes
1719,nice merged
1720,very nice thanks merged
1721,why are you changing this indexation is not the correct term it needs to be indexing know it wrong in some other places but don make it worse
1722,instanceof is mod
1723,ah it just moved code ok
1724,think just copy pasted the comments from fulltextsession which guess was more recent failed to see this difference
1725,jenkins retest this please
1726,jenkins retest this please
1727,the build seems to fail on jenkins but not on travis for some reason having look right now
1728,jenkins retest this please
1729,after rebase we only have the same timeout issues as on other branches including master marking as ready for review
1730,nice one merged thanks
1731,there no need to use this prefix we automatically pre mask all read properties with an appropriate prefix more importantly we should never force this specific prefix usage as other integrators use custom prefix for the search component but since see this was an existing problem ll take the pr and send follow up fix
1732,the query caches its own execution running it second time will always return the same resultsize as above ll change it to use new query instance
1733,ll follow your suggestion and change the jira to flag fixed for only on we can always backport later if need be
1734,merged thanks
1735,merged
1736,jenkins retest this please
1737,merged thanks
1738,merged
1739,merged thanks
1740,like to see if we can simplify this pr bit ll start by pushing ae ffe cd dc cf to master already done probably would have sent preamble pr upgrade spring integration tests to use recent spring boot version but ok don change it now as almost done understanding it all
1741,rebased just now
1742,thanks let see if can merge this today on fri apr yoann rodi re wrote rebased just now you are receiving this because you were mentioned reply to this email directly view it on github or mute the thread
1743,just rebased to remove the empty test noticed search pull pullrequestreview it was not needed and to resolve conflict in the logger nothing changed apart from that
1744,cool thanks
1745,superseded by
1746,think there something missing here ll dive back into it soon and will try to add proper test if necessary
1747,jenkins retest this please
1748,merged backported thanks
1749,merged backported thanks
1750,rebased it should work fine now
1751,are you sure that making lucenelogcategories extensible rather than an enum isn bit too much was it because you didn want to add elasticsearch specific categories to the enum in hibernate search engine see it as nice move as other extension points like infinispan will be able to create their own categories but don think an external integrator will actually do this as they ll have their own logging conventions on the other hand the previous enum approach had the nice effect of giving us and users single place to look to have list of all categories
1752,are you sure that making lucenelogcategories extensible rather than an enum isn bit too much was it because you didn want to add elasticsearch specific categories to the enum in hibernate search engine yes see it as nice move as other extension points like infinispan will be able to create their own categories but don think an external integrator will actually do this as they ll have their own logging conventions did not expect them to do this either to be honest just wanted to avoid leaky abstractions internally on the other hand the previous enum approach had the nice effect of giving us and users single place to look to have list of all categories it doesn seems very hard to get listing of all categories ctrl shift with my cursor on the constructor of logcategory does the trick in eclipse do you want me to revert the change find this cleaner but either way it will work
1753,do you want me to revert the change find this cleaner but either way it will work no it ok just wanted to explore the reasoning with you btw don expect all users to always work with sources open so we ll have to create section in the documentation ll merge this when back from lunch didn go yet
1754,so we ll have to create section in the documentation pre existing loggers are already documented here us html single optimizing the query process and here us html single lucene infostream and added section in the elasticsearch docs in this pr but maybe we should have dedicated section and make those just mentioned redirect there
1755,but maybe we should have dedicated section and make those just mentioned redirect there yes that what meant no rush though just adding ideas for eventually reorganizing the docs
1756,merged thanks
1757,to measure durations don use system currenttimemillis use system nanotime
1758,right fixed
1759,ve updated the modules structure think this reflects now what we want although to capture issues with the sniffer module ve opened the follow up hsearch commons codec was missing as well
1760,merged thanks
1761,the rest client doesn depend on gson unlike jest so this should be moved to org hibernate hibernate search elasticsearch just above
1762,same here gson should not appear here
1763,actually the property should be elasticsearchsnifferversion or we could remove elasticsearchsnifferversion from the pom if you want but not sure the release cycles are synchronized
1764,gson should have remained here we use it but the rest client does not
1765,the dependency to javax xml bind api should be moved here since only the sniffer uses that
1766,don think we depend on javax xml bind api only the rest client does the sniffer actually
1767,no our own hibernate search elasticsearch requires it too
1768,that not how the modules work since we use it it should be in module we depend on the intent of the isolation is to avoid transitive dependencies we do export all of hibernate search elasticsearch to the end user classpath so that people can use our public api contained in there but we don want them to be able to use our gson jar as it might conflict with their own copy
1769,good point but don want to expose it to our users ll move gson to its own module then
1770,hum ok thought this was about laying the groundwork to contribute wildfly module to elastic but it seems was confused
1771,right in single class elasticsearchdatehelper
1772,yes ll separate gson as mentioned in the above comment it doesn belong in either module
1773,but think we still need to add dependency to jackson module here even if we leave it in hibernate search elasticsearch the class org elasticsearch client sniff elasticsearchhostssniffer depends on jackson classes to parse json unless modules visible by the hibernate search elasticsearch module are automatically visible by its dependencies now which module to depend on not sure think org jboss resteasy resteasy jackson provider would do the trick but maybe you ll want to be more precise and just depend on org codehaus jackson jackson core asl which should be enough
1774,was just looking into that unfortunately the wildfly provided module uses jackson which is way older than what the sniffer expects and that our fault as we depend on an old version of avro which requires that version of jackson trying
1775,jenkins retest this please
1776,jenkins retest this please
1777,jenkins retest this please
1778,superseded by
1779,having some failures in the es module failed tests searchfactorytest testindexmanagerstoppedafterindexinitializationexception expected but was searchfactorytest testindexmanagerstoppedafterindexmanagersearchfactorysetupexception expected but was searchfactorytest testservicesstoppedafterindexinitializationexception expected but was searchfactorytest testservicesstoppedafterindexmanagersearchfactorysetupexception expected but was tests run failures errors skipped
1780,jenkins test this please
1781,merged
1782,not important as it not an hot code area but it looks bit wasteful to add them all to new collection you could just close them all btw should we invoke each close method in try catch log ignore block
1783,wanted to use stream but decided against it in order to be able to backport guess ll add good old closeall method btw should we invoke each close method in try catch log ignore block ll try to do that ideally we should throw an exception if anything goes wrong and still close every reference but in order to do that we should do it everywhere and unfortunately we don
1784,what the need for this rule it doesn look like you need this flag you can just omit the condition in the second rule
1785,would actually do something here so that the test can assert that the searchexception was thrown flip boolean so that you can assert on the boolean after the catch block otherwise you have the risk that the services are indeed released but just because the failures didn happen being extra paranoid here because the byteman rules tend to break without us noticing when they rely on specific signatures
1786,right in this particular test this isn necessary removed
1787,there is no reason for the services to be released if the failure didn happen since we don close the factory in this test but ok added check
1788,closing since added your commit to
1789,jenkins retest this please
1790,jenkins retest this please
1791,jenkins retest this please
1792,jenkins retest this please
1793,the commits look good would like to merge this but the build is still failing with similar error caused by java io ioexception too many open files at sun nio ch ioutil makepipe native method at sun nio ch epollselectorimpl epollselectorimpl java at sun nio ch epollselectorprovider openselector epollselectorprovider java at java nio channels selector open selector java at org apache http impl nio reactor abstractmultiworkerioreactor abstractmultiworkerioreactor java more shall leave the pr open it possible that we simply have to raise the limits
1794,have theory couldn verify yet but suspect the problem is simply caused by the fact that the reactive threads of the async http client aren shut down aggressively but just scheduled to close gracefully this graceful shutdown happens rather quickly but it should take at least full second as the selector needs to wake up first and has timeout by default so we don notice any leak when debugging single test yet see threads over jconsole during the testsuite the testsuite takes longer than but since the amount of threads to be shut down quickly raises in the hundreds the scheduler isn going to wake them all up as aggressively so this wakeup time becomes longer coumpounding the problem think we either find way to block and wait for the shutdown to have happened or we just avoid the explosive scheduling issue by setting lower setting in the testsuite elasticsearch src test resources hibernate properties hibernate search default elasticsearch max total connection
1795,interesting you commit actually reduces the number of leaked file descriptors for each search factory from to it better though don understand why times less threads translates into times less leaked file descriptors on the other hand setting max total connection to means we end up with ours tests only being able to perform concurrent calls to elasticsearch which supposedly was what made performance tests fail on the ci and is what tried to solve in my first commit so bit torn here it seems we end up exactly where we started from and had some luck with the ci ll try to see what those leaked file descriptors are maybe it can shed some light on the issue
1796,just rebased to also implement the improvements in testelasticsearchclient still investigating but one intersting thing is that the testelasticsearchclient does not leak threads for some reason the threads of its restclient are correctly terminated while those of the main restclient the one used by the searchfactory never are restclient close is invoked in both cases though
1797,here everything should be fine now the build seems to run fine no timeout on ci slave even after removed my initial commit that raised the number of reactor threads so guess the two remaining commits should be enough
1798,looks good testing one last time
1799,thanks merged
1800,tracked as
1801,merged with couple minor changes applied to master and
1802,it weird to talk about servers now that everything is all cloudy and such
1803,imho it important to mention that it the default behavior
1804,in the context of user reading this on the pdf calling it page is bit confusing no
1805,you still pay for additional servers on aws you even pay for es when using it as service feel free to propose re wording but think the point is not negligible
1806,good catch
1807,true that force pushed better formulation
1808,well you can run your es service on the same vm bare metal server feel free to ignore this part but thought it was bit weird
1809,yes you can do it but it will require higher performance server just to deal with the several dozens of additional threads and you ll need some more for the efficiency lost in the transport serializations of requests and responses
1810,actually think your change would be misleading the option is per index specific you can choose different property value for each index
1811,to be honest made it consistent with the others above
1812,ooops ll change it in the other direction thanks for spotting
1813,shouldn we add this to org hibernate search cfg environment default services map noopnamedresolver is not used anywhere so don think it is serving its purpose right now
1814,good catch forgot about that not that missing or having it would make much of difference
1815,build failing error mnt jenkins workdir workspace hibernate search pr integrationtest osgi karaf it src test java org hibernate search test integration osgi systemtest java string literal expressions should be on the left side of an equals comparison equalsavoidnull error mnt jenkins workdir workspace hibernate search pr integrationtest osgi karaf it src test java org hibernate search test integration osgi systemtest java string literal expressions should be on the left side of an equals comparison equalsavoidnull
1816,looks like underestimated the complexity of implementing this check fixed
1817,looks like the aws slaves need reconfiguring as well local machine name ip ec internal needs to resolve to localhost address most commonly as or it resolved to fix your network configuration to be able to run the osgi integration tests reliably it is possible though that osgi tests will pass even if this fails
1818,pushed new approach this should cause less trouble
1819,looks much safer indeed grin merged thanks
1820,merged thanks
1821,merged
1822,merged
1823,usability question which combinations of refreshafterwrite and sync fields of elasticsearchindexmanager belong to which use case do we need to clarify in the docs which combinations are suggested finally do you think any of these combinations are nonsense and should issue log warning
1824,thanks for the summary it good to think about these combinations agree with most of your thoughts but to make sure we re on the same page remember that by default we send operations to the backend after the database changes are committed so your first case sync refreshafterwrite is described correctly as you state but remember that even if an error gets synhcornously reported it won abort the database changes essentially there third parameter for these combinations happens within the transaction vs happens after commit for the case async refreshafterwrite which you agree makes less sense believe that es won actually perform any periodic refresh on its own if no changes have been applied so even that minor benefit is not really there essentially we should agree that this mode is quite pointless should we warn against it by logging warning tempted to not to as it quite harmless other than being less efficient but who knows is someone finds better reasons to do this
1825,merged opened as an optionally follow up happy to wait with it as suspect our own experience is about to improve in this area
1826,suspect this isn dealing with the errorhandler in the usual way the org hibernate search exception errorcontext is able to highlight single failure our of group where the group usually was meant to be all operations from the current transaction it probably not easy to apply the errorhandler in the usual way as it normally would handle failure as something like out of operations we failed on somehow suggesting that wasn executed in this case the various operations might have been applied out of order so you should collect all success fail operations to forge new kind of error state
1827,wouldn consider this blocker and not inclined to invest too much time on this as we want to evolve the errorhandler api since errors are handled individually users aren going to miss them just add comment
1828,you are right but afraid this problem is more general even in the synchronous work processing we have one error context per work not one per list of works see the two executesafely methods in elasticsearchworkprocessor there definitely something fishy here opened ticket also added commit to at least mention the issue in comments and rebased on master
1829,merged thanks
1830,note we should backport this to and maybe also to
1831,just spotted another case where we have similar problem will push an update
1832,done added test and fix for hsearch
1833,nice merged in master backporting now
1834,backported to both and branches branch needed little change as session didn implement the jpa flavoured getresultlist method yet thanks
1835,can one of the admins add this person to the trusted builders reply with add to whitelist or ok to test
1836,ok to test
1837,hi thanks for sending patch appreciate you have good intentions to help but won apply this change as it not necessary it doesn fix any problem the code quality improvement is questionable we prefer the code to be readable if you want to help may suggest to try having look at some of these issues filter some of these might be simple enough for someone new to the project but it possible wrong and they might be actually hard feel free to try any of these and change issue if you get stuck also pick something you re most familiar with for example wouldn try to upgrade jgroups if you re not familiar with using jgroups already
1838,any reason to use the name params instead of just params maybe you used an automated tool
1839,there is params variable present used eclipse to refactor code params matches more closely to params value
1840,think the fix is missing on the elasticsearch side currently the test passes because the analyzer isn used in your schema so the analyzer is instantiated as lucene analyzer and then it reaches your check but if you assign the analyzer to field in the sample entity the analyzer will be correctly detected as an elasticsearch one and the check will be bypassed added commit to demonstrate the issue feel free to squash it suspect that org hibernate search engine impl configcontext addanalyzerdef analyzerdef xannotatedelement might be better place to put the check but suppose you can also duplicate the check on the elasticsearch side
1841,pushed new version applying this validation more generally across the code it also changes an spi but think that for the better as like to keep the annotations out of spi signatures
1842,re pushed as had mistake in javadoc
1843,moved to spi
1844,jenkins retest this please
1845,merged thanks
1846,since this is mainly intended to be used by service providers maybe we should move this class to org hibernate search cfg spi
1847,ok didn mean to add is an an api actually impl even better
1848,you can but that one more osgi problem because this must be used in the elasticsearch module
1849,think it works too well the ci is failing
1850,ok interesting ve sent pr to the ci configuration to improve its configuration let hope travis is having better default
1851,launched job for your commit on travis we ll see ci org yrodiere hibernate search builds
1852,unfortunately it doesn work on travis either testlocalhostresolution org hibernate search test integration osgi systemtest time elapsed sec failure org junit comparisonfailure local machine name testing gce cc fa does not resolve to fix your network configuration to be able to run the osgi integration tests expected but was at org junit assert assertequals assert java at org hibernate search test integration osgi systemtest testlocalhostresolution systemtest java
1853,thanks that suggests they are using quite old version of debian ll find an alternative way to check for sanity which isn this strict
1854,jenkins retest this please
1855,looks good don think we ll want to test too many implementation details of the rest client but it good to have the basics so the failed nodes are no longer contacted do you know for how long expect the client to eventually try to see if they recover merging
1856,the code handling the blacklisting time is located in deadhoststate it seems to start with minute and then increase with the number of failures to up to minutes private static final long min connection timeout nanos timeunit minutes tonanos private static final long max connection timeout nanos timeunit minutes tonanos
1857,note just pushed an update which added the commit when validating elasticsearch schemas use default as default value for analyzer references and the next one noticed the issue while working on something else and since the pr hasn been merged yet
1858,jenkins retest this please
1859,jenkins retest this please
1860,this should be ready for review about the builds the previous ci build passed but the one before failed for no apparent reason so launching another one to see if it was transient failure that can be blamed on the slave concurrent build or whatever or if there is randomly occurring problem in hibernate search itself
1861,jenkins retest this please
1862,jenkins retest this please
1863,jenkins retest this please
1864,there are some problems with the maven profiles if run with profile elasticsearch or elasticsearch the start goal is no longer valid tried to change it to the new goal runforked as in the new es profile but then there another failure relating to not being able to find org elasticsearch plugin delete by query zip the plugin versions and tasks need to have stricter separation among profiles
1865,so this situation is not new it been here since introduced the elasticsearch profiles the elasticsearch profile is enabled automatically when the testelasticsearchversion is not defined had to do this because just making this default profile means the profile will only be enabled when no other profile is so enable docs and you lose the elasticsearch profile unfortunately property is not defined for maven means not defined explicitly and definitions in explicitly enabled profiles do not count so in your case you had both the elasticsearch and the elasticsearch profiles enabled and suppose the elasticsearch profile defined the testelasticsearchversion property but elasticsearch defined its own plugin configuration which won work for several reasons so if you want to run tests you must either stick to the instructions in readme md and provide the testelasticsearchversion explicitly mvn clean install pelasticsearch dtestelasticsearchversion or disable the default profile elasticsearch explicitly mvn clean install elasticsearch elasticsearch ll see if can change the poms to make things easier but doubt it
1866,ah right sorry forgot about that no rush with improvements like to integrate this first and the readme instructions are good enough for now
1867,awesome work it merged added one commit to address couple of super trivial javadoc copy paste errors
1868,tried to organize the changes in atomic commits so that they can be more easily reviewed if you think should reorganize some of it so that it easier to review please say so ll see what can do ll need hint though nothing important but was confused by the change of directions in the second commit you introduce an noopbackendrequestresultassessor service but then it removed again not worth spending time to polish the commit history just mention it in as when notice such things on my own prs it typically suggests ve been experimenting but didn re start with clear purpose
1869,nothing important but was confused by the change of directions in the second commit you introduce an noopbackendrequestresultassessor service but then it removed again yes it was either that or had to squash this commit and the following one but they have slightly different purposes maybe next time should squash them anyway
1870,maybe next time should squash them anyway maybe it tradeoff understand it not always worth to re work the commits extensively trust you on that only highlighting it to make sure it your choice and not by accident for the record having massive changes locally which never sent pr for as wanted to polish them more the reality is ll have to do the work over as waited too long and it easier to re do the work than fixing conflicts so lesson learned better to merge fast unless it easy see other similar cases now like elasticsearchdialectprovider guess you changed direction after we talked more about services
1871,org elasticsearch client sniff sniffer why is there support to create these things don see it ever being used probably missing something
1872,org elasticsearch client sniff sniffer why is there support to create these things don see it ever being used probably missing something it spawns thread that does all the work you don need to use it which is why we don we just create it and close it when it not needed anymore
